id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Ease of Online booking,Gate location,Food and drink,Online boarding,Cleanliness,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Departure/Arrival time convenient,Arrival Delay in Minutes,Departure Delay in Minutes
51150,Male,unknown,70,Personal Travel,Eco,77,2,2,5,5,2,5,5,5,4,4,5,4,4,4,105,99
51152,Female,unknown,31,Personal Travel,Eco,86,2,2,4,2,2,2,2,2,3,4,3,3,4,2,6,9
51157,Male,unknown,70,Personal Travel,Eco,86,1,1,3,1,1,1,1,1,2,2,3,4,2,1,0,0
51162,Female,unknown,35,Personal Travel,Eco,86,3,3,1,2,3,2,2,2,3,5,5,4,5,4,0,0
51165,Male,unknown,32,Personal Travel,Eco,77,3,3,1,1,3,1,1,1,2,2,1,3,5,5,0,2
51177,Female,Loyal Customer,30,Business travel,Eco Plus,89,3,2,3,3,3,3,3,3,4,1,4,3,4,3,13,0
51179,Female,Loyal Customer,38,Business travel,Eco Plus,86,5,3,2,5,5,5,5,5,3,5,3,2,2,2,0,2
51193,Male,Loyal Customer,20,Business travel,Eco Plus,89,5,3,3,5,5,5,5,5,1,1,1,3,1,3,0,0
51196,Male,Loyal Customer,38,Business travel,Eco Plus,86,4,3,3,4,4,4,4,4,5,2,5,3,1,3,87,69
51199,Male,Loyal Customer,54,Business travel,Eco Plus,86,4,3,3,4,4,4,4,4,3,1,3,4,4,3,20,13
51206,Female,disloyal Customer,62,Business travel,Eco Plus,86,2,2,1,4,2,4,2,4,1,3,5,1,4,2,46,42
51210,Female,disloyal Customer,33,Business travel,Eco Plus,77,3,3,5,5,3,5,5,5,2,4,3,2,2,3,0,0
51213,Female,Loyal Customer,62,Business travel,Eco Plus,89,5,4,4,1,3,3,1,5,5,5,5,5,5,4,0,0
51215,Female,disloyal Customer,43,Business travel,Eco Plus,56,1,1,2,4,1,4,4,4,5,2,5,3,3,1,0,0
51223,Female,disloyal Customer,37,Business travel,Eco Plus,86,4,4,2,2,4,2,2,2,4,3,3,4,2,4,0,0
51226,Male,Loyal Customer,48,Business travel,Eco Plus,86,3,5,4,3,3,3,3,3,1,1,1,3,1,4,0,0
51240,Male,Loyal Customer,48,Business travel,Eco Plus,86,5,1,1,5,5,5,5,5,4,1,3,5,3,3,0,0
51248,Male,Loyal Customer,59,Business travel,Eco Plus,89,5,4,4,5,5,5,5,5,1,5,3,2,5,4,0,0
51251,Male,Loyal Customer,31,Business travel,Eco Plus,86,4,1,1,4,4,4,4,4,5,3,1,3,1,1,0,0
51255,Male,Loyal Customer,38,Business travel,Eco Plus,89,4,1,1,4,4,4,4,4,3,3,5,3,1,1,31,0
51260,Female,Loyal Customer,57,Business travel,Eco Plus,86,3,5,5,3,3,3,3,3,5,3,4,3,3,5,150,146
51263,Male,Loyal Customer,50,Business travel,Eco Plus,89,5,3,3,5,5,5,5,5,3,5,1,2,3,3,11,0
51264,Male,disloyal Customer,56,Business travel,Eco Plus,89,3,3,2,5,3,5,2,5,5,5,3,2,1,3,6,5
51271,Female,disloyal Customer,41,Business travel,Business,89,3,3,5,1,3,1,1,1,4,5,2,4,3,3,0,0
51272,Male,Loyal Customer,27,Business travel,Eco Plus,86,4,3,3,4,4,4,4,4,4,1,4,1,3,3,74,68
51274,Female,Loyal Customer,51,Business travel,Eco Plus,86,4,3,3,3,1,2,4,5,5,4,5,2,5,3,10,0
51284,Female,Loyal Customer,39,Business travel,Eco Plus,86,2,5,5,2,2,2,2,2,3,5,4,1,4,5,0,0
51292,Male,unknown,41,Business travel,Eco Plus,89,5,2,2,5,5,5,5,5,2,3,1,2,4,2,0,0
51299,Female,Loyal Customer,54,Business travel,Eco Plus,89,5,2,2,2,2,5,4,5,5,5,5,5,5,2,0,0
51301,Female,disloyal Customer,38,Business travel,Eco Plus,86,4,4,2,2,4,2,2,2,5,2,3,2,4,4,0,0
51302,Female,Loyal Customer,50,Business travel,Eco Plus,89,4,4,4,3,5,1,3,3,3,4,3,3,3,4,0,0
51309,Male,unknown,23,Business travel,Eco,89,3,3,3,1,3,1,1,1,1,2,3,1,3,3,61,62
51315,Female,Loyal Customer,38,Business travel,Eco Plus,89,3,1,1,3,3,3,3,3,2,1,1,1,2,1,100,99
51316,Female,unknown,36,Business travel,Eco Plus,86,5,3,3,5,5,5,5,5,4,5,4,3,1,3,0,1
51320,Male,Loyal Customer,36,Business travel,Eco Plus,77,1,4,4,1,1,1,1,1,3,2,3,3,4,4,27,38
51326,Male,Loyal Customer,49,Business travel,Eco Plus,86,2,3,3,1,2,1,1,1,2,2,4,2,3,3,0,0
51335,Female,Loyal Customer,66,Business travel,Eco Plus,86,2,5,5,3,4,2,4,2,2,2,2,2,2,5,7,23
51351,Female,disloyal Customer,18,Business travel,Eco Plus,86,3,3,3,1,3,1,2,1,4,1,4,5,1,0,2,0
51353,Female,unknown,32,Business travel,Eco Plus,89,4,1,1,4,4,4,4,4,5,4,1,2,3,1,11,0
51357,Male,Loyal Customer,37,Business travel,Eco Plus,89,4,1,1,4,4,4,4,4,3,1,3,4,3,1,0,0
51361,Female,Loyal Customer,51,Business travel,Eco Plus,77,2,2,2,2,3,4,3,2,2,2,2,2,2,2,,0
51366,Female,Loyal Customer,12,Personal Travel,Eco Plus,89,1,1,3,3,1,3,3,3,4,5,5,2,3,4,0,0
51375,Male,Loyal Customer,34,Personal Travel,Eco Plus,86,3,3,3,3,3,3,1,3,4,1,4,1,3,2,17,28
51377,Female,Loyal Customer,49,Personal Travel,Eco Plus,77,3,3,3,4,4,4,4,3,3,3,3,5,3,4,0,0
51384,Male,Loyal Customer,59,Personal Travel,Eco Plus,78,3,3,1,2,3,2,2,2,5,4,5,4,5,5,2,6
51391,Female,Loyal Customer,15,Personal Travel,Eco Plus,89,1,0,2,5,0,5,5,5,4,2,4,5,5,4,21,8
51393,Male,Loyal Customer,19,Personal Travel,Eco Plus,89,2,2,1,4,2,4,1,4,1,2,5,5,3,3,0,0
51394,Male,Loyal Customer,66,Personal Travel,Eco Plus,56,2,0,4,5,0,5,5,5,4,5,3,3,4,1,13,0
51410,Male,Loyal Customer,45,Personal Travel,Eco Plus,86,1,1,1,1,1,1,1,1,3,5,4,3,4,5,0,0
51417,Male,Loyal Customer,15,Personal Travel,Eco Plus,86,1,1,2,2,1,2,2,2,1,4,2,2,2,3,24,10
51421,Female,Loyal Customer,7,Personal Travel,Eco Plus,86,1,1,2,4,1,4,4,4,4,3,4,4,4,5,25,4
51430,Female,Loyal Customer,59,Personal Travel,Eco Plus,86,2,2,1,4,2,4,3,1,1,2,1,3,1,3,0,0
51431,Male,Loyal Customer,32,Personal Travel,Eco Plus,77,2,2,5,4,2,4,5,4,5,3,5,5,5,4,0,0
51447,Male,Loyal Customer,69,Personal Travel,Eco Plus,86,3,3,3,4,3,4,4,4,2,3,4,2,3,2,3,1
51452,Male,Loyal Customer,45,Personal Travel,Eco Plus,86,2,2,4,3,2,3,3,3,3,2,4,4,3,5,0,0
51455,Male,Loyal Customer,14,Personal Travel,Eco Plus,86,2,2,4,2,2,2,2,2,2,5,3,1,3,2,0,0
51459,Female,Loyal Customer,8,Personal Travel,Eco Plus,77,1,1,3,3,1,3,4,3,5,5,4,4,5,4,0,0
51461,Female,Loyal Customer,30,Personal Travel,Eco Plus,77,3,0,2,4,0,4,1,4,4,3,5,5,5,4,0,0
51462,Male,Loyal Customer,61,Personal Travel,Eco Plus,86,1,1,1,5,1,5,5,5,4,5,4,5,5,5,0,0
51466,Male,unknown,28,Business travel,Eco Plus,89,0,0,4,3,0,3,3,3,3,5,2,1,1,0,0,0
51468,Male,Loyal Customer,34,Business travel,Eco Plus,78,4,2,2,4,4,4,4,4,4,5,4,4,4,2,19,16
51471,Female,disloyal Customer,43,Business travel,Eco Plus,89,3,3,2,4,3,4,5,4,3,2,5,5,5,3,0,0
515,Male,disloyal Customer,21,Business travel,Business,89,4,5,1,3,5,3,3,3,4,4,5,5,4,0,0,0
52,Female,disloyal Customer,20,Business travel,Eco,67,4,4,1,5,4,5,5,5,4,5,5,3,4,0,10,2
552,Female,Loyal Customer,60,Business travel,Business,89,4,4,4,2,4,5,4,4,4,4,4,4,4,4,0,0
564,Male,Loyal Customer,49,Business travel,Business,89,5,5,5,3,4,5,5,5,5,5,5,3,5,5,0,0
57,Female,Loyal Customer,56,Business travel,Business,67,1,1,1,2,4,4,4,5,5,5,4,3,5,1,0,0
573,Female,Loyal Customer,27,Business travel,Business,89,4,4,4,4,4,4,5,4,4,4,4,3,4,4,0,0
5869,Female,disloyal Customer,25,Business travel,Business,67,2,2,3,3,2,3,4,3,3,4,5,5,4,4,101,26
5874,Female,Loyal Customer,41,Business travel,Business,67,4,4,4,4,4,4,4,4,4,4,5,5,4,4,1,0
5889,Male,Loyal Customer,47,Business travel,Business,67,5,4,5,2,4,4,5,4,4,4,5,3,4,5,0,0
5908,Male,Loyal Customer,39,Business travel,Business,67,4,4,4,3,4,2,2,5,5,5,5,1,5,4,0,0
5912,Male,Loyal Customer,54,Personal Travel,Eco,67,2,2,4,5,2,5,5,5,3,2,3,4,3,2,19,28
5913,Male,Loyal Customer,15,Personal Travel,Eco,67,4,4,3,2,4,2,2,2,1,5,3,2,4,4,12,0
5914,Male,Loyal Customer,36,Personal Travel,Eco,67,4,4,3,3,4,3,3,3,3,5,5,4,4,4,0,0
5920,Female,Loyal Customer,39,Personal Travel,Eco,67,5,5,1,5,5,5,5,5,4,2,5,5,4,4,4,2
5921,Male,Loyal Customer,41,Personal Travel,Eco,67,2,2,2,2,3,3,3,3,5,1,2,3,2,2,352,314
5924,Male,Loyal Customer,56,Personal Travel,Eco,67,4,4,1,1,4,1,1,1,5,5,5,5,4,5,0,0
5941,Male,Loyal Customer,35,Business travel,Eco Plus,67,2,1,1,2,2,2,2,2,4,4,3,4,3,1,30,19
596,Female,Loyal Customer,44,Business travel,Business,89,1,1,1,2,4,5,5,4,4,4,4,4,4,1,23,25
607,Female,disloyal Customer,27,Business travel,Business,89,4,4,3,3,4,3,3,3,4,3,4,5,4,4,21,3
616,Male,disloyal Customer,27,Business travel,Business,89,2,2,4,1,2,1,1,1,5,3,5,3,5,2,0,0
625,Male,Loyal Customer,46,Business travel,Business,102,1,1,1,5,4,3,5,4,4,4,4,3,4,1,98,101
629,Male,disloyal Customer,35,Business travel,Business,89,3,3,3,3,3,3,3,3,5,3,4,4,5,3,0,0
644,Female,Loyal Customer,49,Business travel,Business,89,0,0,3,5,5,5,4,5,5,5,5,5,5,4,0,0
662,Female,Loyal Customer,48,Business travel,Business,102,4,4,4,5,4,4,4,5,5,5,5,5,5,3,0,0
668,Female,Loyal Customer,46,Business travel,Business,89,0,0,4,5,4,4,5,1,1,1,1,4,1,5,0,0
67,Male,Loyal Customer,50,Business travel,Business,67,4,4,4,2,4,5,5,5,5,5,5,4,5,4,0,0
695,Male,disloyal Customer,20,Business travel,Eco,89,1,1,5,3,1,3,1,3,5,2,4,4,4,4,0,0
711,Male,Loyal Customer,,Business travel,Business,89,4,4,4,5,5,5,5,4,2,5,5,5,4,4,129,134
713,Male,Loyal Customer,54,Business travel,Business,89,2,3,3,2,4,4,3,2,2,2,2,3,2,3,0,0
714,Female,disloyal Customer,37,Business travel,Business,89,4,4,3,3,4,3,3,3,5,5,4,3,5,4,0,0
718,Female,disloyal Customer,47,Business travel,Business,89,2,2,5,4,2,4,2,4,3,5,4,4,5,2,0,0
726,Male,Loyal Customer,56,Business travel,Business,89,3,3,5,2,3,2,3,3,3,3,3,1,3,5,0,0
734,Female,disloyal Customer,39,Business travel,Business,89,2,2,1,4,2,4,4,4,5,3,4,4,4,2,44,0
76,Male,disloyal Customer,55,Business travel,Eco,108,5,4,5,4,4,4,5,4,5,2,5,4,2,0,0,0
77,Female,disloyal Customer,72,Business travel,Eco,67,3,3,4,3,2,2,2,3,4,4,3,2,2,3,296,324
77933,Male,unknown,57,Business travel,Business,106,4,4,5,3,4,3,3,3,3,4,4,4,4,4,0,0
782,Male,disloyal Customer,39,Business travel,Business,89,5,0,3,1,0,1,1,1,5,5,4,4,5,0,38,23
783,Female,Loyal Customer,44,Business travel,Business,89,3,3,3,2,5,5,5,4,4,5,5,5,4,3,0,0
788,Female,disloyal Customer,30,Business travel,Business,89,1,2,4,2,2,2,2,2,4,4,4,1,4,2,0,9
78934,Female,unknown,54,Business travel,Eco,100,5,1,1,3,2,3,3,5,5,5,5,3,5,1,0,0
78935,Female,unknown,69,Business travel,Eco,100,5,5,5,2,3,2,1,5,5,5,5,3,5,5,0,0
79408,Female,Loyal Customer,58,Business travel,Business,102,4,4,4,5,1,5,3,5,5,5,4,1,5,4,5,19
817,Male,Loyal Customer,51,Business travel,Business,102,1,1,1,3,4,5,5,5,5,5,4,3,5,1,0,0
819,Female,Loyal Customer,43,Business travel,Business,102,3,3,3,3,5,3,4,4,4,4,5,3,4,3,48,39
823,Male,Loyal Customer,60,Business travel,Business,102,1,5,1,2,5,3,5,5,5,5,5,4,5,1,0,0
82413,Female,Loyal Customer,43,Business travel,Business,102,4,4,4,4,5,4,4,5,3,5,4,4,3,4,156,140
82457,Female,unknown,75,Business travel,Eco,102,5,1,1,5,4,4,2,5,5,5,5,3,5,1,0,0
82459,Male,unknown,58,Business travel,Eco,102,5,2,2,5,5,5,5,5,1,3,1,1,3,2,0,0
830,Female,disloyal Customer,27,Business travel,Business,89,3,3,3,3,3,3,3,3,3,1,4,1,4,3,52,57
838,Female,disloyal Customer,35,Business travel,Business,89,4,5,3,3,5,3,3,3,2,2,4,4,4,5,0,0
843,Female,Loyal Customer,23,Business travel,Business,89,3,3,2,3,3,3,3,3,4,2,3,4,3,2,0,0
87,Male,Loyal Customer,65,Personal Travel,Eco,67,3,3,3,5,3,5,5,5,4,3,5,4,5,5,0,1
88,Female,Loyal Customer,52,Personal Travel,Eco,67,2,2,1,3,4,4,4,1,1,2,1,5,1,5,0,2
894,Male,disloyal Customer,26,Business travel,Business,89,4,4,4,4,4,4,3,4,1,1,3,2,4,3,25,29
903,Female,disloyal Customer,24,Business travel,Business,89,3,3,2,5,3,5,2,5,3,4,2,4,3,3,0,0
9070,Male,disloyal Customer,37,Business travel,Business,108,5,5,5,3,5,3,3,3,3,2,5,5,5,5,5,0
910,Male,Loyal Customer,35,Business travel,Business,89,2,3,3,4,4,4,4,1,1,1,2,1,1,3,2,0
919,Male,disloyal Customer,25,Business travel,Business,89,1,1,3,2,1,2,2,2,1,3,4,3,3,3,0,0
9209,Female,Loyal Customer,65,Personal Travel,Business,100,2,2,1,2,5,4,1,2,2,2,4,2,2,3,0,0
9211,Male,Loyal Customer,57,Business travel,Business,100,0,0,5,4,5,5,5,5,5,5,1,3,5,4,0,0
9212,Male,Loyal Customer,51,Business travel,Business,100,0,0,4,5,4,5,4,4,4,4,4,5,4,5,0,0
9213,Female,Loyal Customer,44,Business travel,Business,100,0,0,2,4,4,4,4,3,2,5,4,4,5,4,214,230
9225,Female,Loyal Customer,80,Business travel,Business,100,2,5,5,2,3,3,4,1,1,1,2,4,1,5,0,0
9227,Male,Loyal Customer,53,Business travel,Eco,100,2,3,4,2,2,2,2,2,1,2,3,2,4,4,88,89
9232,Female,Loyal Customer,46,Business travel,Business,100,3,3,3,3,5,5,4,4,4,5,5,4,4,3,0,0
9239,Female,disloyal Customer,23,Business travel,Eco,100,0,0,1,5,0,5,5,5,1,2,5,2,4,4,0,0
9244,Female,Loyal Customer,9,Personal Travel,Eco,100,2,2,3,4,2,4,4,4,3,2,4,2,3,1,0,0
9247,Male,Loyal Customer,9,Personal Travel,Eco,100,0,0,4,3,0,3,4,3,3,2,3,1,4,1,0,0
9248,Male,Loyal Customer,35,Personal Travel,Eco,100,4,4,4,4,4,4,4,4,3,3,3,1,4,2,123,126
9249,Male,Loyal Customer,10,Personal Travel,Eco,100,2,0,3,5,0,5,5,5,4,4,4,1,3,1,0,0
9250,Male,Loyal Customer,24,Personal Travel,Eco,100,3,3,3,5,3,5,5,5,5,4,5,3,4,5,0,0
9254,Female,Loyal Customer,58,Personal Travel,Eco,100,2,2,5,2,4,5,5,5,5,2,5,5,5,5,17,15
9256,Male,Loyal Customer,21,Personal Travel,Eco,100,3,3,3,1,3,1,1,1,3,2,5,3,4,5,5,0
926,Female,Loyal Customer,25,Business travel,Business,89,4,5,5,0,1,0,4,0,2,4,4,3,4,5,29,27
9262,Male,Loyal Customer,66,Personal Travel,Eco Plus,100,3,3,1,3,3,3,2,3,4,3,2,2,1,1,0,0
928,Male,disloyal Customer,62,Business travel,Business,89,3,3,3,4,3,4,4,4,1,2,3,1,3,3,9,13
953,Male,Loyal Customer,56,Business travel,Business,89,3,4,4,1,4,1,4,1,1,2,3,3,1,4,0,0
956,Female,disloyal Customer,21,Business travel,Eco,89,1,0,3,4,0,4,4,4,2,2,3,3,3,4,0,0
970,Male,Loyal Customer,57,Business travel,Business,89,2,2,2,2,4,4,4,5,5,5,4,3,5,2,4,5
991,Male,Loyal Customer,40,Business travel,Eco,89,5,2,2,5,5,5,5,5,4,1,4,1,3,2,0,0
995,Male,Loyal Customer,35,Business travel,Eco,102,3,4,4,3,4,3,3,3,4,5,3,2,3,4,5,0
997,Male,Loyal Customer,56,Business travel,Eco,89,5,4,4,5,5,5,5,5,3,4,2,1,5,4,2,0
